0 31 11038 0
0 31 11039 0
0 31 11040 0
0 31 11148 0
0 31 11149 0
0 31 11150 0
0 31 11151 0
0 31 11152 0
0 31 11153 0
0 31 11154 0
0 31 11155 0
0 31 11156 0
0 31 11268 0
0 31 11269 0
0 31 11270 0
0 31 11271 0
0 31 11272 0
0 31 11273 0
0 31 11274 0
0 31 11275 0
0 31 11276 0
0 31 11277 0
0 31 11278 0
0 31 11390 0
0 31 11391 0
0 31 11392 0
0 31 11393 0
0 31 11394 0
0 31 11395 0
0 31 11396 0
0 31 11397 0
0 31 11398 0
0 31 11399 0
0 31 11400 0
0 31 11401 0
0 31 11402 0
0 31 11517 0
0 31 11518 0
0 31 11519 0
0 31 11520 0
0 31 11521 0
0 31 11522 0
0 31 11523 0
0 31 11524 0
0 31 11525 0
0 31 11526 0
0 31 11527 0
0 31 11528 0
0 31 11529 0
0 31 11530 0
0 31 11531 0
0 31 11532 0
0 31 11533 0
0 31 11534 0
0 31 11644 0
0 31 11645 0
0 31 11646 0
0 31 11647 0
0 31 11648 0
0 31 11649 0
0 31 11650 0
0 31 11651 0
0 31 11652 0
0 31 11653 0
0 31 11654 0
0 31 11655 0
0 31 11656 0
0 31 11657 0
0 31 11658 0
0 31 11659 0
0 31 11660 0
0 31 11661 0
0 31 11662 0
0 31 11773 0
0 31 11774 0
0 31 11775 0
0 31 11776 0
0 31 11777 0
0 31 11778 0
0 31 11779 0
0 31 11780 0
0 31 11781 0
0 31 11782 0
0 31 11783 0
0 31 11784 0
0 31 11785 0
0 31 11786 0
0 31 11787 0
0 31 11788 0
0 31 11789 0
0 31 11790 0
0 31 11791 0
0 31 11792 0
0 31 11793 0
0 31 11902 0
0 31 11903 0
0 31 11904 0
0 31 11905 0
0 31 11906 0
0 31 11907 0
0 31 11908 0
0 31 11909 0
0 31 11910 0
0 31 11911 0
0 31 11912 0
0 31 11913 0
0 31 11914 0
0 31 11915 0
0 31 11916 0
0 31 11917 0
0 31 11918 0
0 31 11919 0
0 31 11920 0
0 31 11921 0
0 31 11922 0
0 31 11923 0
0 31 11924 0
0 31 12026 0
0 31 12027 0
0 31 12028 0
0 31 12029 0
0 31 12030 0
0 31 12031 0
0 31 12032 0
0 31 12033 0
0 31 12034 0
0 31 12035 0
0 31 12036 0
0 31 12037 0
0 31 12038 0
0 31 12039 0
0 31 12040 0
0 31 12041 0
0 31 12042 0
0 31 12043 0
0 31 12044 0
0 31 12045 0
0 31 12046 0
0 31 12047 0
0 31 12048 0
0 31 12147 0
0 31 12148 0
0 31 12149 0
0 31 12150 0
0 31 12151 0
0 31 12152 0
0 31 12153 0
0 31 12154 0
0 31 12155 0
0 31 12156 0
0 31 12157 0
0 31 12158 0
0 31 12159 0
0 31 12160 0
0 31 12161 0
0 31 12162 0
0 31 12163 0
0 31 12164 0
0 31 12165 0
0 31 12166 0
0 31 12167 0
0 31 12168 0
0 31 12169 0
0 31 12170 0
0 31 12171 0
0 31 12270 0
0 31 12271 0
0 31 12272 0
0 31 12273 0
0 31 12274 0
0 31 12275 0
0 31 12276 0
0 31 12277 0
0 31 12278 0
0 31 12279 0
0 31 12280 0
0 31 12281 0
0 31 12282 0
0 31 12283 0
0 31 12284 0
0 31 12285 0
0 31 12286 0
0 31 12287 0
0 31 12288 0
0 31 12289 0
0 31 12290 0
0 31 12291 0
0 31 12292 0
0 31 12293 0
0 31 12294 0
0 31 12295 0
0 31 12296 0
0 31 12400 0
0 31 12401 0
0 31 12402 0
0 31 12403 0
0 31 12404 0
0 31 12405 0
0 31 12406 0
0 31 12407 0
0 31 12408 0
0 31 12409 0
0 31 12410 0
0 31 12411 0
0 31 12412 0
0 31 12413 0
0 31 12414 0
0 31 12415 0
0 31 12416 0
0 31 12417 0
0 31 12418 0
0 31 12419 0
0 31 12420 0
0 31 12421 0
0 31 12422 0
0 31 12423 0
0 31 12424 0
0 31 12425 0
0 31 12426 0
0 31 12427 0
0 31 12530 0
0 31 12531 0
0 31 12532 0
0 31 12533 0
0 31 12534 0
0 31 12535 0
0 31 12536 0
0 31 12537 0
0 31 12538 0
0 31 12539 0
0 31 12540 0
0 31 12541 0
0 31 12542 0
0 31 12543 0
0 31 12544 0
0 31 12545 0
0 31 12546 0
0 31 12547 0
0 31 12548 0
0 31 12549 0
0 31 12550 0
0 31 12551 0
0 31 12552 0
0 31 12553 0
0 31 12554 0
0 31 12555 0
0 31 12556 0
0 31 12557 0
0 31 12558 0
0 31 12559 0
0 31 12655 0
0 31 12656 0
0 31 12657 0
0 31 12658 0
0 31 12659 0
0 31 12660 0
0 31 12661 0
0 31 12662 0
0 31 12663 0
0 31 12664 0
0 31 12665 0
0 31 12666 0
0 31 12667 0
0 31 12669 0
0 31 12670 0
0 31 12671 0
0 31 12672 0
0 31 12673 0
0 31 12674 0
0 31 12675 0
0 31 12676 0
0 31 12677 0
0 31 12678 0
0 31 12679 0
0 31 12680 0
0 31 12681 0
0 31 12682 0
0 31 12770 0
0 31 12772 0
0 31 12773 0
0 31 12774 0
0 31 12775 0
0 31 12776 0
0 31 12777 0
0 31 12778 0
0 31 12779 0
0 31 12780 0
0 31 12781 0
0 31 12782 0
0 31 12783 0
0 31 12784 0
0 31 12785 0
0 31 12786 0
0 31 12787 0
0 31 12788 0
0 31 12789 0
0 31 12790 0
0 31 12791 0
0 31 12792 0
0 31 12793 0
0 31 12794 0
0 31 12795 0
0 31 12796 0
0 31 12797 0
0 31 12798 0
0 31 12799 0
0 31 12890 0
0 31 12891 0
0 31 12892 0
0 31 12893 0
0 31 12894 0
0 31 12895 0
0 31 12896 0
0 31 12897 0
0 31 12898 0
0 31 12899 0
0 31 12900 0
0 31 12902 0
0 31 12903 0
0 31 12905 0
0 31 12906 0
0 31 12907 0
0 31 12908 0
0 31 12909 0
0 31 12910 0
0 31 12911 0
0 31 12912 0
0 31 12913 0
0 31 12914 0
0 31 12915 0
0 31 13011 0
0 31 13012 0
0 31 13013 0
0 31 13014 0
0 31 13015 0
0 31 13016 0
0 31 13017 0
0 31 13018 0
0 31 13019 0
0 31 13020 0
0 31 13021 0
0 31 13022 0
0 31 13023 0
0 31 13024 0
0 31 13025 0
0 31 13026 0
0 31 13027 0
0 31 13028 0
0 31 13124 0
0 31 13125 0
0 31 13126 0
0 31 13127 0
0 31 13128 0
0 31 13129 0
0 31 13130 0
0 31 13131 0
0 31 13132 0
0 31 13133 0
0 31 13134 0
0 31 13135 0
0 31 13136 0
0 31 13228 0
0 31 13229 0
0 31 13230 0
0 31 13231 0
0 31 13232 0
0 31 13233 0
0 31 13234 0
0 31 13236 0
0 31 13326 0
0 31 13327 0
0 31 13328 0
0 31 13329 0
0 31 13330 0
0 31 13331 0
0 31 13332 0
0 31 13410 0
0 31 13411 0
0 31 13412 0
0 31 13413 0
0 31 13414 0
0 31 13492 0
0 31 13493 0
0 31 13560 0
0 31 13561 0
0 31 13620 0
0 31 13677 0
0 31 13733 0
0 31 13786 0
0 31 13839 0
0 31 13840 0
0 31 13895 0
0 31 13896 0
0 31 13953 0
0 31 19528 0
0 31 9544 0
0 31 9545 0
0 31 9546 0
0 31 9547 0
0 31 9548 0
0 31 9549 0
0 31 9615 0
0 31 9616 0
0 31 9617 0
0 31 9618 0
0 31 9619 0
0 31 9620 0
0 31 9621 0
0 31 9622 0
0 31 9623 0
0 31 9691 0
0 31 9692 0
0 31 9693 0
0 31 9694 0
0 31 9695 0
0 31 9696 0
0 31 9697 0
0 31 9698 0
0 31 9699 0
0 31 9700 0
0 31 9769 0
0 31 9770 0
0 31 9771 0
0 31 9772 0
0 31 9773 0
0 31 9774 0
0 31 9775 0
0 31 9776 0
0 31 9777 0
0 31 9778 0
0 31 9779 0
0 31 9851 0
0 31 9852 0
0 31 9853 0
0 31 9854 0
0 31 9855 0
0 31 9856 0
0 31 9857 0
0 31 9858 0
0 31 9859 0
0 31 9860 0
0 31 9933 0
0 31 9934 0
0 31 9935 0
0 31 9936 0
0 31 9937 0
0 31 9938 0
0 31 9939 0
0 31 9940 0
0 31 9941 0
0 31 10014 0
0 31 10015 0
0 31 10016 0
0 31 10017 0
0 31 10018 0
0 31 10019 0
0 31 10020 0
0 31 10021 0
0 31 10022 0
0 31 10023 0
0 31 10097 0
0 31 10098 0
0 31 10099 0
0 31 10100 0
0 31 10101 0
0 31 10102 0
0 31 10103 0
0 31 10178 0
0 31 10179 0
0 31 10180 0
0 31 10181 0
0 31 10182 0
0 31 10183 0
0 31 10184 0
0 31 10185 0
0 31 10186 0
0 31 10262 0
0 31 10263 0
0 31 10264 0
0 31 10265 0
0 31 10266 0
0 31 10267 0
0 31 10268 0
0 31 10269 0
0 31 10270 0
0 31 10271 0
0 31 10272 0
0 31 10273 0
0 31 10344 0
0 31 10345 0
0 31 10346 0
0 31 10347 0
0 31 10348 0
0 31 10349 0
0 31 10350 0
0 31 10351 0
0 31 10352 0
0 31 10353 0
0 31 10354 0
0 31 10355 0
0 31 10356 0
0 31 10357 0
0 31 10358 0
0 31 10359 0
0 31 10360 0
0 31 10431 0
0 31 10432 0
0 31 10433 0
0 31 10434 0
0 31 10435 0
0 31 10436 0
0 31 10437 0
0 31 10438 0
0 31 10439 0
0 31 10440 0
0 31 10441 0
0 31 10442 0
0 31 10443 0
0 31 10444 0
0 31 10445 0
0 31 10446 0
0 31 10447 0
0 31 10448 0
0 31 10449 0
0 31 10450 0
0 31 10451 0
0 31 10452 0
0 31 10453 0
0 31 10454 0
0 31 10455 0
0 31 10456 0
0 31 10457 0
